Reference,WKT Polygon
AS-018746,"POLYGON ((145.016679070219 -37.9141620555277, 145.016736187811 -37.9141064249534, 145.016846438584 -37.9138555053546, 145.016857319668 -37.9138569504111, 145.017114309511 -37.9123647092191, 145.017334943626 -37.9123998784624, 145.017261641716 -37.9128338181285, 145.017235671383 -37.9129707187499, 145.01709969573201 -37.9137730816282, 145.017065821661 -37.9139797797483, 145.016996159352 -37.914388187236, 145.017017926619 -37.9144671361333, 145.01703387588 -37.9144958819259, 145.016679070219 -37.9141620555277))"
AS-018747,"POLYGON ((145.017731803165 -37.9086115571932, 145.017744420204 -37.9084423496915, 145.018113083402 -37.9064575136391, 145.018127723131 -37.9063824223497, 145.018353881475 -37.9064102929717, 145.018341476821 -37.906478392803, 145.018315664192 -37.9066392676441, 145.018184490882 -37.9073780910232, 145.018148936967 -37.9075543919672, 145.017979799668 -37.9085464352564, 145.017964816 -37.9086343173256, 145.017731803165 -37.9086115571932))"
AS-018748,"POLYGON ((145.017447863665 -37.9103842415301, 145.017600971799 -37.9094643834276, 145.017617363812 -37.9093664320427, 145.017722310675 -37.9087363896223, 145.017731803165 -37.9086115571932, 145.017964816 -37.9086343173256, 145.017905362209 -37.90898062688, 145.017679804085 -37.9102946082654, 145.017671362717 -37.9103633154522, 145.017447863665 -37.9103842415301))"
AS-018749,"POLYGON ((145.018437814895 -37.9046976791392, 145.018444041526 -37.9046309171006, 145.018561800585 -37.9040356940891, 145.01858787115 -37.9039033004742, 145.018718098282 -37.9032162775745, 145.018731875613 -37.9031436048004, 145.018954635388 -37.9031621348776, 145.018833994325 -37.9037929061539, 145.018793183666 -37.903982996948, 145.018652178126 -37.9046944403123, 145.018645625121 -37.9047606561644, 145.018437814895 -37.9046976791392))"
AS-018750,"POLYGON ((145.018127723131 -37.9063824223497, 145.018138727657 -37.906324121721, 145.018272576966 -37.9055957068011, 145.018292590111 -37.9054856504278, 145.018432316152 -37.9047585057056, 145.018437814895 -37.9046976791392, 145.018645625121 -37.9047606561644, 145.018638588496 -37.9048321807815, 145.018502214436 -37.9055616351418, 145.018479314209 -37.90569876818, 145.018398263784 -37.9061677243107, 145.018353881475 -37.9064102929717, 145.018127723131 -37.9063824223497))"
AS-018751,"POLYGON ((145.018731875613 -37.9031436048004, 145.018744085806 -37.9030784754751, 145.018880967498 -37.9023637181303, 145.018906240868 -37.9022270754691, 145.019042299151 -37.9015132051181, 145.019180070831 -37.901528501466, 145.019298314001 -37.9015425677389, 145.019259792435 -37.9015667915995, 145.018954635388 -37.9031621348776, 145.018731875613 -37.9031436048004))"
AS-018752,"POLYGON ((144.993204464945 -37.9035076079129, 144.993167015097 -37.9037013510813, 144.99313752635 -37.9036690368698, 144.992763144931 -37.9036220078178, 144.992736349087 -37.9036329053914, 144.992713698479 -37.9036377457368, 144.992690233889 -37.903639057636, 144.992666867208 -37.9036367665294, 144.992644505431 -37.9036309780081, 144.992624053107 -37.903621887739, 144.992605955165 -37.9036098637815, 144.992591449846 -37.9035953778469, 144.992580411231 -37.903578878372, 144.992573845303 -37.903561013339, 144.992571621243 -37.9035424113342, 144.992573944377 -37.9035238869122, 144.992580797567 -37.9035060705977, 144.992591708956 -37.9034895851568, 144.9926064316 -37.9034751473095, 144.992624498541 -37.9034631996715, 144.992644988102 -37.9034541771004, 144.992667435774 -37.9034484321373, 144.992690697422 -37.9034462156117, 144.9927142022 -37.9034476079011, 144.992736813316 -37.9034525896114, 144.992757858484 -37.9034607888067, 144.992776539501 -37.9034722819874, 144.992791968957 -37.9034862429645, 144.99316650..."
AS-018753,"POLYGON ((145.02777968116 -37.9877654176994, 145.027834268215 -37.9877509234963, 145.02791873177 -37.9872968032197, 145.027925281909 -37.9872733026594, 145.028115113096 -37.9862816043571, 145.028123472072 -37.9862373172866, 145.028347212936 -37.9862669328316, 145.028331960293 -37.9863560722754, 145.028204946566 -37.9870217028786, 145.02817000807 -37.9872124334921, 145.028045753013 -37.9878684676461, 145.027797193082 -37.9880171354339, 145.02777968116 -37.9877654176994))"
AS-018754,"POLYGON ((145.028123472072 -37.9862373172866, 145.02815229315 -37.9860879374903, 145.028345893021 -37.9850572814754, 145.028376949221 -37.9848966745474, 145.028454990257 -37.9844567743926, 145.02850705082 -37.9841835139214, 145.028524403755 -37.9840881916187, 145.028754526456 -37.9841216080998, 145.028710934707 -37.984354999097, 145.028675625328 -37.9845384243364, 145.028541119319 -37.9852460141843, 145.028504800154 -37.9854373526294, 145.028367518064 -37.9861464275727, 145.028347212936 -37.9862669328316, 145.028123472072 -37.9862373172866))"
AS-018755,"POLYGON ((145.029452474283 -37.9791931358585, 145.029466598882 -37.9791119975853, 145.029592153139 -37.9784615697484, 145.029616759839 -37.9783332960549, 145.029821465504 -37.9771921592573, 145.030037679368 -37.9773277120943, 145.029985225818 -37.977599074613, 145.029979842379 -37.9776258390725, 145.029920884865 -37.9779488193246, 145.029883784344 -37.9781398750434, 145.029679680193 -37.9792158677889, 145.029452474283 -37.9791931358585))"
AS-018756,"POLYGON ((145.028524403755 -37.9840881916187, 145.028537342836 -37.9840173970212, 145.02867725887 -37.9832564588236, 145.028705914877 -37.9831046428947, 145.028966537897 -37.9817258184314, 145.029195690592 -37.9817654357411, 145.029176532279 -37.9818559517706, 145.02904577817 -37.9825641461727, 145.029009151859 -37.98275430822, 145.028878979563 -37.9834576457846, 145.028842393766 -37.9836505119099, 145.028754526456 -37.9841216080998, 145.028524403755 -37.9840881916187))"
AS-018757,"POLYGON ((145.028966537897 -37.9817258184314, 145.028982474318 -37.9816408356331, 145.029016306831 -37.9814784726385, 145.029253951988 -37.980238851966, 145.029294884453 -37.9800365962295, 145.029437737284 -37.9792758859581, 145.029452474283 -37.9791931358585, 145.029679680193 -37.9792158677889, 145.029375435409 -37.9808217773686, 145.029339903244 -37.9810136701337, 145.02921732199 -37.9816633361657, 145.029195690592 -37.9817654357411, 145.028966537897 -37.9817258184314))"
AS-018758,"POLYGON ((145.030712878944 -37.9511741523398, 145.031274052423 -37.9486208992539, 145.031481236973 -37.9486441026984, 145.03144295752 -37.948666982458, 145.031020630555 -37.9505980524826, 145.030984109435 -37.9507638865478, 145.030890977057 -37.9511915529772, 145.030712878944 -37.9511741523398))"
AS-018759,"POLYGON ((145.000956410323 -37.9326208343831, 145.000940179611 -37.9325437792788, 145.00114376813 -37.9325632797857, 145.001196493208 -37.932649786423, 145.002054858324 -37.9327538548727, 145.002024136759 -37.9329177957065, 145.001995750676 -37.932886223348, 145.000931132453 -37.9327559400224, 145.000956410323 -37.9326208343831))"
AS-018760,"POLYGON ((145.044320120863 -37.9786801479262, 145.044360887392 -37.9786583869617, 145.044524556475 -37.9778237467096, 145.044848406221 -37.9761353023837, 145.045051026032 -37.9763808143233, 145.045028758448 -37.9763876534256, 145.045008569323 -37.9763976811581, 145.044991153381 -37.97641045849, 145.044977314362 -37.9764257284363, 145.04496729898 -37.9764427741683, 145.044961828257 -37.9764601658111, 145.044704091821 -37.9777938398147, 145.044528394988 -37.9786828007794, 145.044551284361 -37.9787083239352, 145.044320120863 -37.9786801479262))"
AS-018761,"POLYGON ((145.01204456445 -37.9128021920141, 145.012226654436 -37.9111210731914, 145.012200825642 -37.9111002703638, 145.012428212296 -37.9111294348948, 145.01239859295 -37.9111480392994, 145.012319379717 -37.9118766483226, 145.012299951401 -37.912053309757, 145.012221295969 -37.9127991403518, 145.012243615065 -37.9128235786715, 145.01204456445 -37.9128021920141))"
AS-018762,"POLYGON ((144.990767971526 -37.8918402313032, 144.99080590829 -37.8916619969841, 144.992312396795 -37.8918419006242, 144.992552464629 -37.8918705983791, 144.994121861826 -37.8920583109034, 144.994089502234 -37.8922366414441, 144.993968571478 -37.8922217832555, 144.99283490703 -37.8920850285618, 144.992607915524 -37.8920605195997, 144.990767971526 -37.8918402313032))"
AS-018763,"POLYGON ((145.031099212963 -37.9449050733366, 145.031141687119 -37.9447164490518, 145.031168846328 -37.9447477236121, 145.032445537091 -37.9448968732518, 145.032485256082 -37.9448711334723, 145.032441058225 -37.9450647759785, 145.032416187701 -37.9450329992931, 145.031137710793 -37.9448824676619, 145.031099212963 -37.9449050733366))"
AS-018764,"POLYGON ((144.994089502234 -37.8922366414441, 144.994121861826 -37.8920583109034, 144.995355875863 -37.892205774535, 144.995465936858 -37.8922189141404, 144.99543562272 -37.8924016055431, 144.995323228297 -37.8923864435795, 144.994198760023 -37.8922500388926, 144.994089502234 -37.8922366414441))"
AS-018765,"POLYGON ((144.99543562272 -37.8924016055431, 144.995465936858 -37.8922189141404, 144.995706246965 -37.8922471590218, 144.996729540994 -37.8923656959612, 144.996952529007 -37.8923953556235, 144.998089300906 -37.8925312224312, 144.998207524784 -37.8925453094086, 144.998170553972 -37.8927305017307, 144.998051116112 -37.8927150423042, 144.996917318706 -37.8925784146822, 144.996689347408 -37.8925521846702, 144.99555198318 -37.8924172855448, 144.99543562272 -37.8924016055431))"
AS-018766,"POLYGON ((144.998170553972 -37.8927305017307, 144.998207524784 -37.8925453094086, 144.998318493776 -37.8925585519174, 145.000129998261 -37.8927849978729, 145.000117417942 -37.8928632759984, 145.000101432871 -37.892962313289, 144.998276507392 -37.8927441996567, 144.998170553972 -37.8927305017307))"
AS-018767,"POLYGON ((144.985651344762 -37.8910909339277, 144.985632168501 -37.8911770277238, 144.988101388741 -37.8914969222078, 144.988118202338 -37.8914097962996, 144.985651354583 -37.8910905736284, 144.985651344762 -37.8910909339277))"
AS-018768,"POLYGON ((145.000332001572 -37.892955688131, 145.000347503721 -37.8928744857725, 145.000366327598 -37.8927755868024, 145.001565798825 -37.8929187937919, 145.001653267295 -37.8929937246897, 145.00173726268 -37.8930709395865, 145.001794432609 -37.8931267016119, 145.000332001572 -37.892955688131))"
AS-018769,"POLYGON ((144.988101393645 -37.8914967420579, 144.990544244987 -37.8918128002627, 144.990561434984 -37.8917200931564, 144.988118212146 -37.8914094359997, 144.988101393645 -37.8914967420579))"
AS-018770,"POLYGON ((145.027859359926 -37.9373688498264, 145.027873125965 -37.9372923011122, 145.027896670485 -37.9371606747376, 145.027903024457 -37.9371741185569, 145.027913291136 -37.9371859157568, 145.027927037257 -37.937195248021, 145.027943248843 -37.937201737881, 145.027959786612 -37.9372045384181, 145.029371447227 -37.9373776109498, 145.029399203257 -37.9373778957261, 145.029426825646 -37.9373746637005, 145.029453293187 -37.9373678076483, 145.029478027579 -37.9373576783492, 145.029500452931 -37.9373445365073, 145.029519882023 -37.937328550845, 145.029535610797 -37.9373105206207, 145.029547636848 -37.9372905359125, 145.029555142387 -37.9372693940733, 145.029558458997 -37.9372474611261, 145.029581745023 -37.9368314213143, 145.029580571329 -37.936815721323, 145.029575130417 -37.9367936416695, 145.029565227436 -37.9367724785532, 145.029551189158 -37.936752778148, 145.029533337539 -37.9367352667806, 145.029512352576 -37.9367200459578, 145.02948855863 -37.9367077519294, 145.029462405822 -37.9366985724683, 145.02943..."
AS-018771,"POLYGON ((145.019756622348 -37.9697787343127, 145.019927756579 -37.9689638109655, 145.020101694002 -37.9689850332937, 145.019930208172 -37.9698004015729, 145.019862816613 -37.969791967354, 145.019756622348 -37.9697787343127))"
AS-018772,"POLYGON ((145.012778773776 -37.9540672991112, 145.012811916846 -37.9539101554632, 145.01531825673 -37.9542187721381, 145.015290539227 -37.9543521272555, 145.015283629837 -37.9543847229102, 145.012778773776 -37.9540672991112))"
AS-018773,"POLYGON ((145.048854873297 -37.9617655235457, 145.048879891445 -37.961628780924, 145.050756376033 -37.9618613999887, 145.050783799408 -37.9617024379479, 145.050636847872 -37.961491742269, 145.050793176275 -37.961425304026, 145.05123235869 -37.9620561907198, 145.048854873297 -37.9617655235457))"
AS-018774,"POLYGON ((145.050793176275 -37.961425304026, 145.050636847872 -37.961491742269, 145.050017209363 -37.9606048133975, 145.05000053199 -37.9605898478283, 145.049980822695 -37.9605776256031, 145.049958645571 -37.9605683363077, 145.049909978723 -37.9605578868198, 145.049886853315 -37.9605500236549, 145.049865406498 -37.9605389441166, 145.049847107775 -37.9605250330412, 145.049832054235 -37.9605089228578, 145.049821151284 -37.9604908088153, 145.049814266085 -37.9604714096464, 145.049812064584 -37.9604513672126, 145.049814186398 -37.9604313964722, 145.04982073338 -37.9604119496978, 145.049831684082 -37.9603938375842, 145.049846685272 -37.9603775048563, 145.049864814864 -37.9603633868062, 145.049885935258 -37.9603523823186, 145.050009351563 -37.9602994575437, 145.050793176275 -37.961425304026))"
AS-018775,"POLYGON ((145.004577525022 -37.9270149755369, 145.004594516761 -37.9269209116485, 145.004614460729 -37.9268102262555, 145.004614710299 -37.9268220357686, 145.004619409427 -37.9268333800581, 145.004628023622 -37.9268429884244, 145.004640003786 -37.9268501306193, 145.004654682229 -37.9268542546165, 145.006723601053 -37.9271310230237, 145.006697510806 -37.9272671977865, 145.005450917244 -37.9270996280688, 145.005209029065 -37.9270665088998, 145.004619164423 -37.9269897282685, 145.004577525022 -37.9270149755369))"
AS-018776,"POLYGON ((145.006697510806 -37.9272671977865, 145.006723601053 -37.9271310230237, 145.007684893265 -37.92725959336, 145.007858132745 -37.9273408387158, 145.008854104777 -37.9274661118211, 145.008842347932 -37.9275307968303, 145.008829550092 -37.9276003305176, 145.007796884376 -37.9274729938927, 145.007628411077 -37.9273921896376, 145.006697510806 -37.9272671977865))"
AS-018777,"POLYGON ((145.004735997046 -37.9124055051435, 145.005869634948 -37.9116205228191, 145.005967460681 -37.9117130186979, 145.005951945496 -37.9117105028094, 145.005648181968 -37.9119234366954, 145.005613908308 -37.9119458354914, 145.004829423677 -37.9124881947296, 145.004735997046 -37.9124055051435))"
AS-018778,"POLYGON ((145.031943629621 -37.9309037819386, 145.032197719089 -37.9311629736316, 145.032012885933 -37.9312676613469, 145.031926382881 -37.9317211244213, 145.031785595493 -37.9324821493471, 145.031805039665 -37.9325039225206, 145.031642923227 -37.9324776893305, 145.031713380923 -37.9320969527753, 145.031374455237 -37.9320579378149, 145.031379379211 -37.932031165377, 145.031718539439 -37.9320699138958, 145.031782967249 -37.9317189951932, 145.031943629621 -37.9309037819386))"
AS-018779,"POLYGON ((145.036111525691 -37.9383395099067, 145.036124966088 -37.9383304522707, 145.036217924552 -37.9378604225067, 145.036215387511 -37.936938303837, 145.036222254655 -37.9367999988873, 145.03624099013 -37.9365406848063, 145.036264267573 -37.9362817168888, 145.036288399744 -37.9360547547371, 145.036316223918 -37.9358258716339, 145.036359322198 -37.9358011781429, 145.036277182465 -37.9367583807163, 145.036275854369 -37.9368766820698, 145.036280089312 -37.937217755213, 145.036279806786 -37.937814054143, 145.036177806311 -37.9383459334321, 145.036111525691 -37.9383395099067))"
AS-018780,"POLYGON ((145.006607011132 -37.9464816624998, 145.006652288797 -37.9462590313236, 145.007135520635 -37.9463164238008, 145.00708889953 -37.9465340760108, 145.006607011132 -37.9464816624998))"
AS-018781,"POLYGON ((145.007372717811 -37.9465718674405, 145.00741740261 -37.9463500369509, 145.008375524896 -37.9464662043861, 145.008334386074 -37.9466874644998, 145.007372717811 -37.9465718674405))"
AS-018782,"POLYGON ((145.021691095999 -37.9177071159779, 145.021703113223 -37.917644957101, 145.021717824716 -37.9175713986703, 145.022886774164 -37.9177113559086, 145.022906100387 -37.9176990643203, 145.022891131609 -37.9177780256076, 145.022870346922 -37.9178872585801, 145.022871664542 -37.9178762864495, 145.02286865176 -37.9178656020098, 145.02286139575 -37.917856198013, 145.022850549789 -37.9178491668415, 145.022837572732 -37.9178452539483, 145.021691095999 -37.9177071159779))"
